Gender,Age,Height,Weight,Current_Activity_Level,Exercise_Frequency,Experience_Level,Goals,Perceived_Barriers,Exercise_Types,Equipment_Availability,Preferred_Workout_Location,Preferred_Time,Exercise_Duration
Male,45,6,185,Good,3 to 4 times a week,Advanced,I want to be fit;I want to lose weight;Control Diabetes ,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Evening,30
Male,20,6.2,180,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to lose weight;I want to relieve stress,I'll become too tired,Gym;Swimming;Lifting weights,Full gym access,Gym,Early morning,60
Male,15,5.9,155,Good,3 to 4 times a week,Intermediate,I want to be fit,I don't have enough time,Walking or jogging;Team sport,Full gym access,Gym,Evening,120
Male,24,5.6,220,Unfit,Never,Beginner,I want to increase muscle mass and strength;I'm sorry ... I'm not really interested in exercising,I don't have enough time;I can't stay motivated;I don't really enjoy exercising,Team sport;I don't really exercise,Full gym access,Gym,Evening,0
Male,27,5.8,190,Unfit,Never,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to lose weight,I don't have enough time;I can't stay motivated,I don't really exercise,No equipment,Home,Early morning,0
Male,20,5.9,170,Average,Everyday,Intermediate,I want to be fit;I want to lose weight;I want to relieve stress,I have an injury,Team sport,Full gym access,Gym,Early morning,120
Male,21,5.7,180,Unfit,Never,Beginner,I want to lose weight,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,21,5.6,155,Good,Everyday,Advanced,I want to lose weight,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Early morning,30
Male,42,6,185,Good,2 to 3 times a week,Intermediate,I want to be flexible;I want to relieve stress,I don't have enough time,Team sport,Full gym access,Gym,Evening,60
Male,24,5.7,170,Average,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength,I don't have enough time;I can't stay motivated,Walking or jogging;Lifting weights,Full gym access,Gym,Evening,30
Male,49,5.4,185,Unfit,1 to 2 times a week,Beginner,I want to lose weight,I don't have enough time;I can't stay motivated;I don't really enjoy exercising,Walking or jogging;Gym,Full gym access,Gym,Early morning,30
Male,27,5.4,150,Average,1 to 2 times a week,Beginner,I want to increase muscle mass and strength;I want to lose weight,I don't have enough time;I can't stay motivated,Walking or jogging;Lifting weights,Full gym access,Gym,Early morning,30
Male,46,6.1,180,Very good,3 to 4 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress,I exercise regularly with no barriers,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Evening,120
Male,43,5.5,155,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to lose weight,I don't have enough time;I can't stay motivated,Walking or jogging;Gym,Full gym access,Gym,Evening,60
Male,43,6.3,190,Very good,3 to 4 times a week,Advanced,I want to be fit;I want to be flexible;I want to achieve a sporting goal,I exercise regularly with no barriers,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Early morning,60
Male,41,5.7,170,Average,2 to 3 times a week,Intermediate,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging;Gym,Full gym access,Gym,Early morning,60
Male,40,6.4,190,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to be flexible,I'll become too tired,Walking or jogging;Yoga;Team sport,Full gym access;Yoga mat,Gym,Early morning,30
Male,20,5.6,165,Average,2 to 3 times a week,Beginner,I want to be fit;I want to lose weight,I don't have enough time,Walking or jogging;Gym,Full gym access,Gym,Evening,60
Male,43,5.6,135,Very good,5 to 6 times a week,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,30,6.3,190,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to lose weight,I don't have enough time;I can't stay motivated,Gym;Lifting weights,Full gym access,Gym,Early morning,60
Male,18,6,175,Average,1 to 2 times a week,Beginner,I want to be fit;I want to lose weight,I don't have enough time;I can't stay motivated,Walking or jogging;Gym;Swimming,Full gym access,Gym,Early morning,60
Male,24,5.7,175,Average,5 to 6 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength,I don't have enough time,Gym,Full gym access,Gym,Evening,60
Male,23,6.2,180,Very good,2 to 3 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength,I don't have enough time;I can't stay motivated,Walking or jogging;Gym;Team sport,Full gym access,Gym,Evening,60
Male,17,5.7,150,Very good,Everyday,Advanced,I want to achieve a sporting goal,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Early morning,120
Male,21,5.2,135,Good,3 to 4 times a week,Intermediate,I want to be fit,I'll become too tired,Walking or jogging,No equipment,Outdoors,Evening,60
Male,42,5.7,155,Good,Everyday,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,15,5.5,145,Average,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to be flexible,I don't have enough time;I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,45,5.7,170,Average,1 to 2 times a week,Beginner,I want to be fit,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,21,5.4,150,Average,1 to 2 times a week,Beginner,I want to be fit;I want to think clearly and I want to play cricket with my grandkids,I can't stay motivated;I'll become too tired,Walking or jogging;Gym,Full gym access,Gym,Early morning,60
Male,15,6,215,Unfit,Never,Beginner,I want to increase muscle mass and strength,I don't really enjoy exercising,Gym,Full gym access,Gym,Evening,30
Male,18,6.5,200,Average,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I don't really enjoy exercising,Team sport;I don't really exercise,Full gym access,Gym,Evening,0
Male,18,6.3,180,Perfect,Everyday,Advanced,I want to be fit;I want to achieve a sporting goal,I exercise regularly with no barriers,Gym;Swimming;Lifting weights,Full gym access,Gym,Evening,120
Male,17,6,180,Good,1 to 2 times a week,Intermediate,I want to be fit,I don't have enough time,Team sport,Full gym access,Gym,Afternoon,120
Male,25,5.9,175,Average,Never,Beginner,I want to be fit;I want to relieve stress,I don't have enough time;I can't stay motivated;I have an injury,I don't really exercise,No equipment,Home,Early morning,0
Male,24,5.9,145,Perfect,Everyday,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging;Lifting weights,Full gym access,Gym,Evening,30
Male,25,5.7,135,Perfect,5 to 6 times a week,Advanced,I want to increase muscle mass and strength;I want to achieve a sporting goal,I exercise regularly with no barriers,Gym;Team sport,Full gym access,Gym,Early morning,120
Male,24,5.9,175,Average,1 to 2 times a week,Beginner,I want to be fit,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,18,6.2,185,Good,Everyday,Intermediate,I want to increase muscle mass and strength;I want to relieve stress,I don't have enough time;I can't stay motivated,Walking or jogging,No equipment,Outdoors,Evening,30
Male,24,5.8,145,Perfect,Everyday,Advanced,I want to be fit;I want to be flexible;I want to achieve a sporting goal,I exercise regularly with no barriers,Swimming;Team sport,Full gym access,Gym,Evening,180
Male,18,5.7,170,Good,Everyday,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to lose weight,I exercise regularly with no barriers,Walking or jogging;Yoga,Yoga mat,Outdoors,Early morning,30
Male,38,6.2,190,Average,1 to 2 times a week,Beginner,I want to be flexible,I can't stay motivated,Walking or jogging,No equipment,Outdoors,Evening,30
Male,46,5.6,175,Unfit,1 to 2 times a week,Beginner,I want to be fit;I want to be flexible,I don't have enough time;I'll become too tired,Walking or jogging;Team sport,Full gym access,Gym,Early morning,30
Male,23,6.3,185,Average,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress,I have an injury,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,22,6,165,Perfect,5 to 6 times a week,Advanced,I want to be fit,I exercise regularly with no barriers,Yoga;Team sport,Full gym access;Yoga mat,Gym,Early morning,120
Male,48,6.1,190,Very good,5 to 6 times a week,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging;Gym,Full gym access,Gym,Early morning,60
Male,32,5.8,175,Average,1 to 2 times a week,Beginner,I want to be fit;I want to lose weight,I can't stay motivated,Walking or jogging;Gym;Swimming,Full gym access,Gym,Early morning,30
Male,28,6.1,185,Average,2 to 3 times a week,Beginner,I want to be fit,I can't stay motivated,Walking or jogging,No equipment,Outdoors,Evening,60
Male,46,5.5,170,Average,1 to 2 times a week,Beginner,I want to be fit;I want to relieve stress,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,43,6.2,185,Good,1 to 2 times a week,Intermediate,I want to be flexible,I'll become too tired,Walking or jogging;Swimming,Full gym access,Gym,Evening,60
Male,48,6.1,170,Perfect,2 to 3 times a week,Advanced,I want to lose weight,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,16,5.5,150,Average,1 to 2 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength,I don't have enough time,Walking or jogging;Gym;Yoga;Lifting weights,Full gym access;Yoga mat,Gym,Evening,30
Male,22,5.6,170,Average,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated;I'll become too tired;I exercise regularly with no barriers,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Early morning,30
Male,24,6,180,Very good,Everyday,Advanced,I want to be fit;I want to be flexible;I want to achieve a sporting goal,I don't have enough time;I exercise regularly with no barriers,Walking or jogging;Team sport,Full gym access,Gym,Evening,120
Male,17,5.8,170,Good,3 to 4 times a week,Intermediate,I want to be fit,I don't have enough time,Gym;Lifting weights,Full gym access,Gym,Evening,60
Male,20,5.9,150,Very good,5 to 6 times a week,Advanced,I want to be fit;I want to be flexible;I want to relieve stress,I exercise regularly with no barriers,Walking or jogging;Swimming;Team sport,Full gym access,Gym,Early morning,120
Male,21,5.8,170,Average,2 to 3 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress,I don't have enough time;I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,24,5.9,180,Average,1 to 2 times a week,Beginner,I want to be fit;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time,Gym;Swimming;Team sport,Full gym access,Gym,Evening,60
Male,22,5.8,170,Average,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to be flexible,I'll become too tired,Walking or jogging;Yoga;Zumba dance,Yoga mat,Outdoors,Evening,30
Male,18,6,170,Good,5 to 6 times a week,Advanced,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress,I exercise regularly with no barriers,Walking or jogging;Yoga,Yoga mat,Outdoors,Early morning,60
Male,40,6,180,Very good,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to lose weight,I don't have enough time;I have an injury,Gym;Lifting weights;Team sport,Full gym access,Gym,Evening,60
Male,22,6.2,180,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time;I have an injury,Walking or jogging;Team sport,Full gym access,Gym,Early morning,60
Male,15,6.2,172,Perfect,Everyday,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging;Yoga,Yoga mat,Outdoors,Early morning,60
Male,23,6.2,170,Perfect,Everyday,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress,I exercise regularly with no barriers,Walking or jogging;Gym;Lifting weights;Team sport,Full gym access,Gym,Evening,60
Male,22,6.1,170,Perfect,5 to 6 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to be flexible,I exercise regularly with no barriers,Gym,Full gym access,Gym,Early morning,60
Male,43,6.2,170,Perfect,Everyday,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging;Gym;Swimming;Yoga;Zumba dance;Lifting weights;Team sport,Full gym access,Gym,Early morning,180
Male,47,6.2,210,Unfit,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I can't stay motivated;I don't really enjoy exercising,I don't really exercise,No equipment,Home,Early morning,0
Male,49,5.3,145,Good,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress,I don't have enough time,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Evening,60
Male,16,6,170,Average,Never,Beginner,I want to be fit,I can't stay motivated,Gym,Full gym access,Gym,Early morning,120
Male,25,6.1,175,Good,2 to 3 times a week,Intermediate,I want to relieve stress;I want to achieve a sporting goal,I have an injury,Team sport,Full gym access,Gym,Early morning,120
Male,22,6.3,185,Good,1 to 2 times a week,Beginner,I want to be fit,I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,25,5.8,175,Average,1 to 2 times a week,Beginner,I'm sorry ... I'm not really interested in exercising,I don't really enjoy exercising,Team sport,Full gym access,Gym,Evening,120
Male,36,6,200,Average,2 to 3 times a week,Intermediate,I want to be fit;I want to lose weight;I want to be flexible;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated,Walking or jogging;Swimming;Lifting weights,Full gym access,Gym,Early morning,60
Male,22,5.7,195,Unfit,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I don't have enough time;I don't really enjoy exercising,I don't really exercise,No equipment,Home,Early morning,0
Male,17,5.8,165,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to relieve stress,I don't have enough time,Walking or jogging;Gym;Swimming;Lifting weights,Full gym access,Gym,Early morning,60
Male,45,6.2,190,Average,Never,Beginner,I want to be flexible,I have an injury;Allergies,Yoga;I don't really exercise,Yoga mat,Home,Early morning,30
Male,43,5.7,150,Good,3 to 4 times a week,Intermediate,I want to be fit,I don't have enough time,Walking or jogging;Gym,Full gym access,Gym,Evening,60
Male,18,6.1,185,Average,1 to 2 times a week,Beginner,I want to relieve stress,I can't stay motivated,Team sport,Full gym access,Gym,Early morning,30
Male,31,5.8,160,Average,2 to 3 times a week,Beginner,I want to lose weight,I can't stay motivated,Gym,Full gym access,Gym,Evening,30
Male,15,6,160,Perfect,5 to 6 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to achieve a sporting goal,I have an injury,Gym;Team sport,Full gym access,Gym,Evening,120
Male,41,6,180,Average,1 to 2 times a week,Beginner,I want to relieve stress,I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,20,5.3,165,Unfit,Never,Beginner,I want to relieve stress,I don't have enough time;I'll become too tired,I don't really exercise,No equipment,Outdoors,Early morning,0
Male,23,5.7,135,Perfect,5 to 6 times a week,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging;Gym,Full gym access,Gym,Early morning,60
Male,17,5.9,175,Average,Never,Beginner,I want to be fit,I don't have enough time,Swimming,Full gym access,Gym,Evening,60
Male,20,5.7,150,Very good,3 to 4 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress,I don't have enough time,Walking or jogging;Gym,Full gym access,Gym,Evening,60
Male,16,5.8,160,Average,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength,I don't have enough time;I can't stay motivated,Walking or jogging;Team sport,Full gym access,Gym,Evening,60
Male,15,5.9,155,Average,1 to 2 times a week,Intermediate,I want to be fit,I don't have enough time,Walking or jogging;Gym,Full gym access,Gym,Early morning,60
Male,22,6,170,Average,1 to 2 times a week,Beginner,I want to relieve stress,I don't have enough time;I can't stay motivated,Walking or jogging;Team sport,Full gym access,Gym,Evening,60
Male,31,5.9,180,Average,2 to 3 times a week,Intermediate,I want to be fit,I can't stay motivated,Gym,Full gym access,Gym,Early morning,30
Male,21,6,185,Average,1 to 2 times a week,Beginner,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging;Team sport,Full gym access,Gym,Early morning,30
Male,16,5.9,175,Average,1 to 2 times a week,Beginner,I want to relieve stress,I don't have enough time,Walking or jogging,No equipment,Outdoors,Evening,30
Male,18,5.2,175,Unfit,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I don't really enjoy exercising,I don't really exercise,No equipment,Home,Evening,0
Male,45,6.5,235,Average,Never,Beginner,I want to be fit;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging;Swimming;Team sport,Full gym access,Gym,Afternoon,30
Male,15,6.3,215,Average,1 to 2 times a week,Beginner,I want to be fit;I want to lose weight,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,24,6.1,190,Average,Never,Beginner,I want to be fit,I don't have enough time,Yoga,Yoga mat,Home,Early morning,60
Male,22,6,240,Unfit,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I don't have enough time,I don't really exercise,No equipment,Home,Evening,30
Male,23,6.2,180,Very good,Everyday,Advanced,I want to increase muscle mass and strength,I exercise regularly with no barriers,Walking or jogging;Lifting weights,Full gym access,Gym,Evening,60
Male,18,6.4,185,Very good,3 to 4 times a week,Advanced,I want to achieve a sporting goal,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Evening,60
Male,22,6.1,220,Unfit,Never,Beginner,I want to be flexible,I have an injury,Walking or jogging,No equipment,Outdoors,Evening,30
Male,23,6.1,190,Average,1 to 2 times a week,Intermediate,I want to be fit;I want to lose weight,I don't have enough time;I can't stay motivated;I'll become too tired;I don't really enjoy exercising,Walking or jogging;Lifting weights,Full gym access,Gym,Early morning,60
Male,18,5.7,175,Average,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I don't have enough time;I don't really enjoy exercising,I don't really exercise,No equipment,Home,Evening,0
Male,18,5.7,170,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength,I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,18,5.9,160,Average,1 to 2 times a week,Beginner,I want to relieve stress,I can't stay motivated,Gym;Team sport,Full gym access,Gym,Evening,120
Male,24,5.8,180,Average,1 to 2 times a week,Beginner,I want to be fit;I want to lose weight;I want to relieve stress,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,32,6.4,190,Very good,Everyday,Advanced,I want to be fit,I don't have enough time,Gym;Lifting weights;Team sport,Full gym access,Gym,Evening,60
Male,15,5.1,130,Good,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I'll become too tired,I don't really exercise,No equipment,Home,Early morning,0
Male,37,6.3,260,Unfit,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I'll become too tired;I don't really enjoy exercising,I don't really exercise,No equipment,Home,Early morning,30
Male,18,5.5,205,Unfit,Never,Beginner,"See the answer to what barriers, if any, prevent you from exercising  regularly ",I don't have enough time;I can't stay motivated;I don't really enjoy exercising,I don't really exercise,No equipment,Home,Early morning,0
Male,32,5.8,210,Unfit,Never,Beginner,I want to be flexible,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,17,6.1,150,Unfit,Never,Beginner,I want to be fit,I don't have enough time;I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,0
Male,18,5.7,150,Good,Everyday,Advanced,I want to be fit,I don't have enough time,Walking or jogging;Gym;Swimming;Yoga;Zumba dance;Lifting weights;Team sport,Full gym access;Yoga mat,Gym,Early morning,180
Male,17,5.6,165,Average,1 to 2 times a week,Beginner,I want to lose weight;I want to be flexible,I can't stay motivated,Gym,Full gym access,Gym,Evening,60
Male,15,6.3,190,Average,1 to 2 times a week,Beginner,I want to be fit;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated,Team sport,Full gym access,Gym,Evening,60
Male,22,6.4,195,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress,I can't stay motivated,Walking or jogging;Gym;Swimming;Lifting weights;Team sport,Full gym access,Gym,Early morning,120
Male,18,5.9,180,Average,3 to 4 times a week,Intermediate,I want to be fit,I have an injury,Walking or jogging;Gym,Full gym access,Gym,Evening,60
Male,21,5.9,150,Very good,5 to 6 times a week,Advanced,I want to be fit;I want to achieve a sporting goal,I exercise regularly with no barriers,Walking or jogging;Gym;Swimming;Lifting weights;Team sport,Full gym access,Gym,Evening,60
Male,17,6.3,180,Very good,5 to 6 times a week,Intermediate,I want to be fit,I don't have enough time,Gym;Team sport,Full gym access,Gym,Evening,120
Male,21,5.4,140,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I can't stay motivated;I'll become too tired,Walking or jogging;Lifting weights;Team sport,Full gym access,Gym,Afternoon,60
Male,23,5.8,170,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress,I don't have enough time,Walking or jogging;Gym;Team sport,Full gym access,Gym,Afternoon,60
Male,20,6.2,185,Average,1 to 2 times a week,Beginner,I want to be fit,Laziness,Gym,Full gym access,Gym,Early morning,60
Male,22,5.8,160,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress,I don't have enough time;I'll become too tired,Walking or jogging;Gym;Swimming;Team sport,Full gym access,Gym,Evening,120
Male,23,6,180,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal,I don't have enough time,Team sport,Full gym access,Gym,Evening,60
Male,17,6,195,Average,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated;I'll become too tired,Gym,Full gym access,Gym,Evening,60
Male,20,5.9,155,Very good,3 to 4 times a week,Intermediate,I want to be fit;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated,Swimming;Team sport,Full gym access,Gym,Early morning,30
Male,18,5.8,160,Good,5 to 6 times a week,Advanced,I want to be fit,I exercise regularly with no barriers,Gym;Yoga,Full gym access;Yoga mat,Gym,Evening,120
Male,18,6.1,170,Very good,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging;Yoga;Lifting weights,Full gym access;Yoga mat,Gym,Evening,60
Male,25,5.5,155,Good,Everyday,Intermediate,I want to increase muscle mass and strength,I don't have enough time,Gym,Full gym access,Gym,Evening,120
Male,16,5.9,150,Very good,Everyday,Advanced,I want to be fit;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I have an injury,Walking or jogging;Team sport,Full gym access,Gym,Evening,180
Male,45,5.9,175,Average,2 to 3 times a week,Beginner,I want to lose weight,I don't have enough time,Team sport,Full gym access,Gym,Early morning,120
Male,24,5.8,165,Average,1 to 2 times a week,Intermediate,I want to be fit;I want to lose weight,I don't have enough time;I'll become too tired;I don't really enjoy exercising,Walking or jogging;Swimming;Yoga;Team sport,Full gym access;Yoga mat,Gym,Early morning,30
Male,23,5.6,160,Average,1 to 2 times a week,Beginner,I want to achieve a sporting goal,I have an injury,Team sport,Full gym access,Gym,Evening,120
Male,21,6,165,Average,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I'll become too tired,I don't really exercise,No equipment,Home,Early morning,0
Male,18,5.8,155,Average,1 to 2 times a week,Beginner,I want to lose weight,I have an injury,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,23,6.3,180,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time,Gym,Full gym access,Gym,Evening,60
Male,25,6.1,175,Good,Everyday,Advanced,I want to be fit;I want to lose weight,I don't have enough time;I'll become too tired,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Early morning,120
Male,16,5.8,145,Good,2 to 3 times a week,Intermediate,I want to be fit,I can't stay motivated,Team sport,Full gym access,Gym,Early morning,60
Male,25,6.2,175,Perfect,5 to 6 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Evening,60
Male,23,5.5,150,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Evening,120
Male,24,5.9,165,Average,2 to 3 times a week,Intermediate,I want to be fit,I can't stay motivated,Walking or jogging;Team sport,Full gym access,Gym,Evening,30
Male,22,5.7,160,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to lose weight;I want to achieve a sporting goal,I don't have enough time,Walking or jogging;Swimming;Team sport,Full gym access,Gym,Evening,120
Male,25,5.8,170,Good,3 to 4 times a week,Intermediate,I want to be fit,I don't have enough time,Walking or jogging;Team sport,Full gym access,Gym,Early morning,30
Male,39,5.6,165,Average,2 to 3 times a week,Beginner,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,44,6.1,196,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to lose weight,I don't really enjoy exercising,Walking or jogging;Yoga,Yoga mat,Outdoors,Early morning,60
Male,24,5.6,205,Unfit,Never,Beginner,I want to be fit;I'm sorry ... I'm not really interested in exercising,I don't really enjoy exercising,I don't really exercise,No equipment,Home,Evening,0
Male,22,6.2,175,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress,I don't have enough time,Walking or jogging;Lifting weights,Full gym access,Gym,Early morning,30
Male,20,5.9,160,Average,Never,Beginner,I want to be fit,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,0
Male,25,6,175,Average,Never,Beginner,I want to increase muscle mass and strength,I don't have enough time,I don't really exercise,No equipment,Home,Early morning,0
Male,32,5.6,135,Very good,5 to 6 times a week,Advanced,I want to be fit;I want to lose weight;I want to be flexible,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,21,6,165,Average,1 to 2 times a week,Beginner,I want to be fit,I don't have enough time,Gym,Full gym access,Gym,Evening,120
Male,23,5.6,155,Average,1 to 2 times a week,Beginner,I want to relieve stress,I can't stay motivated,Walking or jogging,No equipment,Outdoors,Evening,60
Male,20,6.2,210,Average,1 to 2 times a week,Beginner,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time;I can't stay motivated,Gym;Team sport,Full gym access,Gym,Early morning,30
Male,25,6.4,185,Good,Everyday,Advanced,I want to be fit;I want to increase muscle mass and strength,I don't have enough time,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Evening,120
Male,17,6.1,175,Good,Everyday,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I exercise regularly with no barriers,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Early morning,120
Male,23,5.8,190,Unfit,Never,Beginner,I want to be fit,I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,0
Male,41,6,195,Average,1 to 2 times a week,Beginner,I want to be fit;I want to lose weight,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,25,6.3,195,Average,1 to 2 times a week,Beginner,I want to lose weight;I want to relieve stress,I don't have enough time;I can't stay motivated,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,23,6.1,190,Average,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress,I can't stay motivated;I'll become too tired;I have an injury,Walking or jogging;Lifting weights,Full gym access,Gym,Early morning,60
Male,24,5.9,150,Perfect,5 to 6 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress,I exercise regularly with no barriers,Walking or jogging;Zumba dance,No equipment,Outdoors,Evening,120
